tariff_plan_code_from,tariff_plan_code_to,arpu_segment,mean_lift_ratio,median_lift_ratio,support
tariff_7,tariff_10,HIGH,-0.11150474631132717,-0.04637261849083532,26
tariff_7,tariff_11,LOW,-0.881127246853084,-0.9946151190887125,3
tariff_7,tariff_11,MID,0.11527070406214496,-0.3322134964517323,6
tariff_7,tariff_11,HIGH,-0.022816940589949597,-0.12179853882405853,8
tariff_7,tariff_12,LOW,2.166421213336212,3.0,4
tariff_7,tariff_12,MID,0.683860168655849,0.683860168655849,2
tariff_7,tariff_12,HIGH,0.34081278550645533,0.09077998852407607,6
tariff_7,tariff_13,LOW,1.005144520654275,0.2208459811823267,9
tariff_7,tariff_13,MID,-0.26734365871461624,-0.39041024103892175,18
tariff_7,tariff_13,HIGH,-0.6357011166655234,-0.5673058787392155,5
tariff_7,tariff_21,LOW,-1.0,-1.0,1
tariff_7,tariff_21,MID,-0.905699424637151,-0.905699424637151,2
tariff_7,tariff_4,LOW,0.6120815933893139,-0.703213953364749,10
tariff_7,tariff_4,MID,0.5857803664298042,0.29702640717431106,15
tariff_7,tariff_4,HIGH,-0.3498593181816064,-0.5519509847475196,15
tariff_7,tariff_8,LOW,0.3333333333333333,-1.0,3
tariff_7,tariff_8,MID,-0.09462357577420602,-0.47441982156406165,13
tariff_7,tariff_8,HIGH,-0.3748212209108549,-0.4652571270461495,20
tariff_7,tariff_9,LOW,1.6367438946725366,2.818107612637326,20
tariff_7,tariff_9,MID,-0.44362510711190567,-0.7813723602285128,3
tariff_8,tariff_1,LOW,0.14277565849067556,-0.08558553714119789,7
tariff_8,tariff_1,MID,-0.49575892437952074,-0.7478145971104884,63
tariff_8,tariff_1,HIGH,-0.6157046376089554,-0.7492186370171244,49
tariff_8,tariff_10,LOW,0.44277427146138815,-0.6089073063624721,30
tariff_8,tariff_10,MID,0.40923258208581703,0.31764843041827323,182
tariff_8,tariff_10,HIGH,0.020361219212799576,0.001380260960840823,283
tariff_8,tariff_11,LOW,0.6718658829158561,0.27353565339891023,16
tariff_8,tariff_11,MID,0.24335962146414414,0.03215425838792808,99
tariff_8,tariff_11,HIGH,0.02651621502602421,-0.04708462383458319,133
tariff_8,tariff_12,LOW,-0.2340538768202582,-0.9999611454326456,10
tariff_8,tariff_12,MID,0.08839526745402095,-0.415205879667671,55
tariff_8,tariff_12,HIGH,0.02834829210010138,-0.06565483503104369,113
tariff_8,tariff_13,LOW,1.2793244285597563,2.0648373434261513,15
tariff_8,tariff_13,MID,-0.11877669208747303,-0.19269967059894744,164
tariff_8,tariff_13,HIGH,-0.4561971332747664,-0.4958064041667748,113
tariff_8,tariff_21,LOW,1.178385721493739,1.3436963696369637,6
tariff_8,tariff_21,MID,-0.33199189438409615,-0.9486024456123092,10
tariff_8,tariff_21,HIGH,-0.20954718697554783,-0.20954718697554783,1
tariff_8,tariff_4,LOW,0.7832782351865587,-0.5641983036397571,20
tariff_8,tariff_4,MID,-0.10588471469657489,-0.13921704721844858,178
tariff_8,tariff_4,HIGH,-0.18148596560581176,-0.16815070729963882,204
tariff_8,tariff_9,LOW,2.4151548834236602,3.0,26
tariff_8,tariff_9,MID,0.2713204528352415,0.19478710339644772,19
tariff_9,tariff_1,LOW,0.04131968366137712,-0.2869558297648286,44
tariff_9,tariff_1,MID,-0.36351510937793946,-0.6377841128872763,44
tariff_9,tariff_1,HIGH,-0.753666151190971,-0.7640820439971427,4
tariff_9,tariff_10,LOW,0.7304381497036309,0.19131444911089265,3
tariff_9,tariff_10,MID,0.13375922132174412,0.519380604258123,11
tariff_9,tariff_10,HIGH,-0.6211800225280418,-0.7613208558542285,4
tariff_9,tariff_11,LOW,1.347599390149579,1.6951757685171256,4
tariff_9,tariff_11,MID,0.11150425250839473,-0.17194305109182112,11
tariff_9,tariff_11,HIGH,0.2720543063745661,0.009994176303497802,7
tariff_9,tariff_12,LOW,-0.9932061289389997,-0.9932061289389997,2
tariff_9,tariff_12,MID,-0.3075211594134978,-0.6115135456674168,10
tariff_9,tariff_13,LOW,1.5869563947686376,1.7062106598831472,18
tariff_9,tariff_13,MID,0.1755647377721083,-0.013221069231094134,49
tariff_9,tariff_13,HIGH,-0.6912950643470258,-0.6912950643470258,2
tariff_9,tariff_4,LOW,0.9613842708265804,0.6302164132197283,12
tariff_9,tariff_4,MID,0.4522546347976317,0.37596881018366307,37
tariff_9,tariff_4,HIGH,-0.12852862791015807,-0.12852862791015807,2
tariff_9,tariff_8,LOW,1.23257721360907,0.6394851061299721,37
tariff_9,tariff_8,MID,0.40625687098409957,0.14323888086734762,71
tariff_9,tariff_8,HIGH,-0.11114828965681166,-0.1103471196855855,12
